200,6,0.122,0.11824,0.11824
201,5.15,0.1173,0.11142,0.11142
202,4.48,0.1129,0.11032,0.11032
203,3.76,0.1085,0.10569,0.10569
204,3.04,0.1044,0.099435,0.099436
205,2.55,0.1009,0.099494,0.099494
206,1.98,0.0976,0.094603,0.094603
207,1.57,0.0944,0.093285,0.093285
208,1.21,0.0918,0.0916,0.0916
209,0.9,0.0897,0.089524,0.089524
210,0.66,0.0888,0.088081,0.088081
211,0.48,0.0877,0.087255,0.087255
212,0.37,0.0878,0.088542,0.088542
215,0.16,0.0903,0.091763,0.091763
220,0.05,0.1035,0.10164,0.10164
